siteid,date,pub_hol,sch_hol,hr,nobs,state
8184,2015-01-01,1,1,0,21,Vic
8184,2015-01-01,1,1,1,19,Vic
8184,2015-01-01,1,1,2,2,Vic
8184,2015-01-01,1,1,3,1,Vic
8184,2015-01-01,1,1,4,1,Vic
8184,2015-01-01,1,1,5,3,Vic
8184,2015-01-01,1,1,6,10,Vic
8184,2015-01-01,1,1,7,19,Vic
8184,2015-01-01,1,1,8,62,Vic
8184,2015-01-01,1,1,9,67,Vic
8184,2015-01-01,1,1,10,99,Vic
8184,2015-01-01,1,1,11,169,Vic
8184,2015-01-01,1,1,12,149,Vic
8184,2015-01-01,1,1,13,140,Vic
8184,2015-01-01,1,1,14,146,Vic
8184,2015-01-01,1,1,15,142,Vic
8184,2015-01-01,1,1,16,133,Vic
8184,2015-01-01,1,1,17,109,Vic
8184,2015-01-01,1,1,18,54,Vic
8184,2015-01-01,1,1,19,44,Vic
8184,2015-01-01,1,1,20,19,Vic
8184,2015-01-01,1,1,21,6,Vic
8184,2015-01-01,1,1,23,4,Vic
8184,2015-01-02,NA,1,3,2,Vic
8184,2015-01-02,NA,1,4,1,Vic
8184,2015-01-02,NA,1,5,7,Vic
8184,2015-01-02,NA,1,6,59,Vic
8184,2015-01-02,NA,1,7,132,Vic
8184,2015-01-02,NA,1,8,173,Vic
8184,2015-01-02,NA,1,9,167,Vic
8184,2015-01-02,NA,1,10,137,Vic
8184,2015-01-02,NA,1,11,75,Vic
8184,2015-01-02,NA,1,12,52,Vic
8184,2015-01-02,NA,1,13,38,Vic
8184,2015-01-02,NA,1,14,22,Vic
8184,2015-01-02,NA,1,15,28,Vic
8184,2015-01-02,NA,1,16,61,Vic
8184,2015-01-02,NA,1,17,60,Vic
8184,2015-01-02,NA,1,18,44,Vic
8184,2015-01-02,NA,1,19,23,Vic
8184,2015-01-02,NA,1,20,19,Vic
8184,2015-01-02,NA,1,21,11,Vic
8184,2015-01-02,NA,1,22,3,Vic
8184,2015-01-02,NA,1,23,3,Vic
8184,2015-01-03,NA,1,0,1,Vic
8184,2015-01-03,NA,1,1,2,Vic
8184,2015-01-03,NA,1,2,2,Vic
8184,2015-01-03,NA,1,4,1,Vic
8184,2015-01-03,NA,1,5,3,Vic
8184,2015-01-03,NA,1,6,12,Vic
8184,2015-01-03,NA,1,7,56,Vic
8184,2015-01-03,NA,1,8,92,Vic
8184,2015-01-03,NA,1,9,56,Vic
8184,2015-01-03,NA,1,10,48,Vic
8184,2015-01-03,NA,1,11,26,Vic
8184,2015-01-03,NA,1,12,32,Vic
8184,2015-01-03,NA,1,13,12,Vic
8184,2015-01-03,NA,1,14,7,Vic
8184,2015-01-03,NA,1,15,5,Vic
8184,2015-01-03,NA,1,16,10,Vic
8184,2015-01-03,NA,1,17,16,Vic
8184,2015-01-03,NA,1,18,7,Vic
8184,2015-01-03,NA,1,19,12,Vic
8184,2015-01-03,NA,1,20,8,Vic
8184,2015-01-03,NA,1,21,3,Vic
8184,2015-01-03,NA,1,22,2,Vic
8184,2015-01-03,NA,1,23,3,Vic
8184,2015-01-04,NA,1,0,1,Vic
8184,2015-01-04,NA,1,1,1,Vic
8184,2015-01-04,NA,1,4,1,Vic
8184,2015-01-04,NA,1,5,2,Vic
8184,2015-01-04,NA,1,6,14,Vic
8184,2015-01-04,NA,1,7,47,Vic
8184,2015-01-04,NA,1,8,28,Vic
8184,2015-01-04,NA,1,9,96,Vic
8184,2015-01-04,NA,1,10,107,Vic
8184,2015-01-04,NA,1,11,142,Vic
8184,2015-01-04,NA,1,12,144,Vic
8184,2015-01-04,NA,1,13,118,Vic
8184,2015-01-04,NA,1,14,155,Vic
8184,2015-01-04,NA,1,15,192,Vic
8184,2015-01-04,NA,1,16,153,Vic
8184,2015-01-04,NA,1,17,123,Vic
8184,2015-01-04,NA,1,18,86,Vic
8184,2015-01-04,NA,1,19,69,Vic
8184,2015-01-04,NA,1,20,21,Vic
8184,2015-01-04,NA,1,21,10,Vic
8184,2015-01-04,NA,1,22,3,Vic
8184,2015-01-04,NA,1,23,3,Vic
8184,2015-01-05,NA,1,3,1,Vic
8184,2015-01-05,NA,1,5,14,Vic
8184,2015-01-05,NA,1,6,107,Vic
8184,2015-01-05,NA,1,7,407,Vic
8184,2015-01-05,NA,1,8,400,Vic
8184,2015-01-05,NA,1,9,151,Vic
8184,2015-01-05,NA,1,10,114,Vic
8184,2015-01-05,NA,1,11,113,Vic
8184,2015-01-05,NA,1,12,83,Vic
8184,2015-01-05,NA,1,13,81,Vic
8184,2015-01-05,NA,1,14,104,Vic
8184,2015-01-05,NA,1,15,79,Vic
8184,2015-01-05,NA,1,16,211,Vic
8184,2015-01-05,NA,1,17,504,Vic
8184,2015-01-05,NA,1,18,321,Vic
8184,2015-01-05,NA,1,19,112,Vic
8184,2015-01-05,NA,1,20,43,Vic
8184,2015-01-05,NA,1,21,16,Vic
8184,2015-01-05,NA,1,22,5,Vic
8184,2015-01-05,NA,1,23,7,Vic
8184,2015-01-06,NA,1,0,2,Vic
8184,2015-01-06,NA,1,1,2,Vic
8184,2015-01-06,NA,1,3,1,Vic
8184,2015-01-06,NA,1,5,15,Vic
8184,2015-01-06,NA,1,6,121,Vic
8184,2015-01-06,NA,1,7,501,Vic
8184,2015-01-06,NA,1,8,439,Vic
8184,2015-01-06,NA,1,9,165,Vic
8184,2015-01-06,NA,1,10,102,Vic
8184,2015-01-06,NA,1,11,125,Vic
8184,2015-01-06,NA,1,12,119,Vic
8184,2015-01-06,NA,1,13,89,Vic
8184,2015-01-06,NA,1,14,78,Vic
8184,2015-01-06,NA,1,15,72,Vic
8184,2015-01-06,NA,1,16,183,Vic
8184,2015-01-06,NA,1,17,568,Vic
8184,2015-01-06,NA,1,18,388,Vic
8184,2015-01-06,NA,1,19,133,Vic
8184,2015-01-06,NA,1,20,67,Vic
8184,2015-01-06,NA,1,21,15,Vic
8184,2015-01-06,NA,1,22,11,Vic
8184,2015-01-06,NA,1,23,9,Vic
8184,2015-01-07,NA,1,0,3,Vic
8184,2015-01-07,NA,1,1,2,Vic
8184,2015-01-07,NA,1,5,11,Vic
8184,2015-01-07,NA,1,6,117,Vic
8184,2015-01-07,NA,1,7,421,Vic
8184,2015-01-07,NA,1,8,438,Vic
8184,2015-01-07,NA,1,9,136,Vic
8184,2015-01-07,NA,1,10,105,Vic
8184,2015-01-07,NA,1,11,61,Vic
8184,2015-01-07,NA,1,12,35,Vic
8184,2015-01-07,NA,1,13,21,Vic
8184,2015-01-07,NA,1,14,18,Vic
8184,2015-01-07,NA,1,15,23,Vic
8184,2015-01-07,NA,1,16,127,Vic
8184,2015-01-07,NA,1,17,397,Vic
8184,2015-01-07,NA,1,18,309,Vic
8184,2015-01-07,NA,1,19,103,Vic
8184,2015-01-07,NA,1,20,44,Vic
8184,2015-01-07,NA,1,21,10,Vic
8184,2015-01-07,NA,1,22,5,Vic
8184,2015-01-07,NA,1,23,3,Vic
8184,2015-01-08,NA,1,1,1,Vic
8184,2015-01-08,NA,1,2,1,Vic
8184,2015-01-08,NA,1,3,1,Vic
8184,2015-01-08,NA,1,5,8,Vic
8184,2015-01-08,NA,1,6,70,Vic
8184,2015-01-08,NA,1,7,287,Vic
8184,2015-01-08,NA,1,8,281,Vic
8184,2015-01-08,NA,1,9,100,Vic
8184,2015-01-08,NA,1,10,58,Vic
8184,2015-01-08,NA,1,11,53,Vic
8184,2015-01-08,NA,1,12,53,Vic
8184,2015-01-08,NA,1,13,46,Vic
8184,2015-01-08,NA,1,14,36,Vic
8184,2015-01-08,NA,1,15,41,Vic
8184,2015-01-08,NA,1,16,94,Vic
8184,2015-01-08,NA,1,17,274,Vic
8184,2015-01-08,NA,1,18,194,Vic
8184,2015-01-08,NA,1,19,73,Vic
8184,2015-01-08,NA,1,20,23,Vic
8184,2015-01-08,NA,1,21,16,Vic
8184,2015-01-08,NA,1,22,8,Vic
8184,2015-01-08,NA,1,23,8,Vic
8184,2015-01-09,NA,1,5,12,Vic
8184,2015-01-09,NA,1,6,55,Vic
8184,2015-01-09,NA,1,7,197,Vic
8184,2015-01-09,NA,1,8,173,Vic
8184,2015-01-09,NA,1,9,39,Vic
8184,2015-01-09,NA,1,10,16,Vic
8184,2015-01-09,NA,1,11,24,Vic
